ID,ScriptName,CNName,FirstName,SecondName,EnglishName,ClanID,CultureID,GenerateType,Gender,BirthYear,BeginYear,DieYear,DieReason,FatherName,GrandFatherName,KinsName,JobTendency,JobCompatibility,FriendCompatibility,Temper,Spirit,Ism,ActStyle,theImportanceOfFriendship,Ambition,DesireType,Desire,AlcoholDesire,Origin,WeaponDesire,CommandValue,ForceValue,GovernValue,WisdomValue,CharmValue,SoldierSkill,MountSkill,GunSkill,NavySkill,ArcherSkill,CombatSkill,MilitarySkill,NinjaSkill,BuildSkill,FarmSkill,MineSkill,ArthmeticSkill,EtiquetteSkill,DebateSkill,TeaSkill,MedicalSkill,WarCard,FightCard,TitleCard,IntimacyGet,CombineGet,EventGet,Appear_1549,Name_1549,Identity_1549,CareerStance_1549,Kingdom_1549,City_1549,School_1549,Appear_1554,Name_1554,Identity_1554,CareerStance_1554,Kingdom_1554,City_1554,School_1554,Appear_1560,Name_1560,Identity_1560,CareerStance_1560,Kingdom_1560,City_1560,School_1560,Appear_1568,Name_1568,Identity_1568,CareerStance_1568,Kingdom_1568,City_1568,School_1568,Appear_1575,Name_1575,Identity_1575,CareerStance_1575,Kingdom_1575,City_1575,School_1575,Appear_1582,Name_1582,Identity_1582,CareerStance_1582,Kingdom_1582,City_1582,School_1582,Appear_1584,Name_1584,Identity_1584,CareerStance_1584,Kingdom_1584,City_1584,School_1584,Appear_1598,Name_1598,Identity_1598,CareerStance_1598,Kingdom_1598,City_1598,School_1598,Appear_dream1560,Name_dream1560,Identity_dream1560,CareerStance_dream1560,Kingdom_dream1560,City_dream1560,School_dream1560,,
lord_1_todo_2,藤堂高虎,藤堂高虎,藤堂,高虎,Todo Takatora,clan_todo_1,kinai,精确匹配织丰,1,1556,1570,1630,病死,,,,全职种,90,90,温和,普通,现实,普通,不重情义,90,南蛮物,贪心,普通,源氏,枪,83,70,87,90,74,3,2,3,3,1,2,2,2,4,2,4,3,2,4,2,0,齐射，紧急修补，激励,强袭，拔突，二连苦无，急所击，铁壁，丢钱,雄辩,一般条件,,,未登场,藤堂高虎,足轻组头,直臣,浅井家,小谷城,无,未登场,藤堂高虎,足轻组头,直臣,浅井家,小谷城,无,未登场,藤堂高虎,足轻组头,直臣,浅井家,小谷城,无,未登场,藤堂高虎,足轻组头,直臣,浅井家,小谷城,无,已登场,藤堂高虎,足轻组头,直臣,织田家,岐阜城,无,已登场,藤堂高虎,足轻大将,直臣,织田家,安土城,无,已登场,藤堂高虎,侍大将,陪臣（羽柴秀长）,羽柴家,姬路城,无,已登场,藤堂高虎,大名,首领,藤堂家,宇和岛城,无,已登场,藤堂高虎,中忍,直臣,伊贺众,伊贺之里,无,,
lord_1_toyama_takuma,遠山景任,远山景任,远山,景任,Toyama Takuma,clan_toyama_1,kanto,家族和文化自动推断,1,1529,1554,1572,病死,,,,只限武将,6,6,普通,普通,普通,慎重,普通,38,武具,普通,普通,藤原氏,刀剑,47,43,46,53,41,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,无,强袭,无,无要求,,,已登场,远山景任,城主,直臣,斋藤家,岩村城,无,已登场,远山景任,城主,直臣,斋藤家,岩村城,无,已登场,远山景任,城主,直臣,斋藤家,岩村城,无,已登场,远山景任,城主,直臣,织田家,岩村城,无,已死亡,远山景任,无效,无效,无,无效,无,已死亡,远山景任,无效,无效,无,无效,无,已死亡,远山景任,无效,无效,无,无效,无,已死亡,远山景任,无效,无效,无,无效,无,已登场,远山景任,足轻组头,直臣,山中家,江户城,无,,
dead_lord_1_toyama_2,遠山綱景,远山纲景,远山,纲景,Toyama Tsunakage,clan_toyama_1,kanto,精确匹配织丰,1,1513,1554,1564,病死,,,,全职种,82,82,温和,普通,普通,慎重,重视情义,40,书籍,普通,普通,藤原氏,刀剑,48,53,51,52,53,0,0,1,0,0,0,1,0,1,0,0,0,3,0,1,1,无,强袭,无,无要求,,,已登场,远山纲景,部将,直臣,北条家,小田原城,无,已登场,远山纲景,侍大将,直臣,北条家,小田原城,无,已登场,远山纲景,家老,直臣,北条家,小田原城,无,已死亡,远山纲景,无效,无效,无,无效,无,已死亡,远山纲景,无效,无效,无,无效,无,已死亡,远山纲景,无效,无效,无,无效,无,已死亡,远山纲景,无效,无效,无,无效,无,已死亡,远山纲景,无效,无效,无,无效,无,已登场,远山纲景,足轻组头,直臣,山中家,江户城,无,,
lord_1_togawa_hideyasu,戶川秀安,户川秀安,户川,秀安,Togawa Hideyasu,clan_togawa_1,sanyo,基于分组自动创建家族,1,1533,1554,1592,病死,,,户川逵安,只限武将,15,15,普通,普通,普通,轻率,重视情义,30,武具,普通,普通,其他,刀剑,68,57,62,53,58,2,1,3,1,1,2,2,0,1,0,0,1,0,1,0,0,无,强袭，拔突，急所击，铁壁,无,无要求,,,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,天神山城,无,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,天神山城,无,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,天神山城,无,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,天神山城,无,已登场,户川秀安,侍大将,陪臣（宇喜多直家）,浦上家,冈山城,无,已登场,户川秀安,侍大将,直臣,宇喜多家,冈山城,无,已登场,户川秀安,侍大将,直臣,宇喜多家,冈山城,无,已死亡,户川秀安,无效,无效,无,无效,无,已登场,户川秀安,浪人,其他,无,土崎凑之町,无,,
lord_1_togawa_tomoyasu,戶川逵安,户川逵安,户川,逵安,Togawa Tomoyasu,clan_togawa_1,sanyo,基于分组自动创建家族,1,1567,1581,1627,病死,户川秀安,,户川秀安,全职种,15,78,性急,普通,普通,轻率,不重情义,47,书籍,普通,普通,其他,枪,52,55,54,61,57,0,1,2,1,0,1,1,0,0,0,1,0,2,0,0,0,无,拔突,无,无要求,,,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,天神山城,无,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,天神山城,无,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,天神山城,无,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,天神山城,无,未登场,户川逵安,足轻组头,陪臣（户川秀安）,浦上家,冈山城,无,已登场,户川逵安,足轻组头,陪臣（户川秀安）,宇喜多家,冈山城,无,已登场,户川逵安,侍大将,陪臣（户川秀安）,宇喜多家,冈山城,无,已登场,户川逵安,部将,直臣,宇喜多家,冈山城,无,已登场,户川逵安,浪人,其他,无,鹿儿岛之町,无,,
lord_1_toki_yoritsugu,土岐賴次,土岐赖次,土岐,赖次,Toki Yoritsugu,clan_toki_1,kinai,基于分组自动创建家族,1,1545,1559,1614,病死,,,,只限武将,10,10,温和,胆小,普通,轻率,普通,10,艺术品,贪心,普通,源氏,刀剑,23,16,24,23,11,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,无,强袭,无,无要求,,,未登场,土岐赖次,足轻组头,陪臣（松永久秀）,织田家,信贵山城,无,未登场,土岐赖次,足轻组头,陪臣（松永久秀）,三好家,多闻山城,无,已登场,土岐赖次,足轻组头,陪臣（松永久秀）,三好家,信贵山城,无,已登场,土岐赖次,足轻组头,陪臣（松永久秀）,织田家,信贵山城,无,已登场,土岐赖次,足轻组头,陪臣（松永久秀）,织田家,信贵山城,无,已登场,土岐赖次,浪人,其他,无,奈良之町,无,已登场,土岐赖次,浪人,其他,无,奈良之町,无,已登场,土岐赖次,足轻组头,直臣,丰臣家,大坂城,无,已登场,土岐赖次,浪人,其他,无,滨松之町,无,,
lord_1_tokuitsu_michiyuki,得居通之,得居通之,得居,通之,Tokuitsu Michiyuki,clan_tokuitsu_1,sanyo,基于分组自动创建家族,1,1549,1563,1597,病死,村上通康,,来岛通总 村上通康,全职种,25,25,性急,勇敢,理想,轻率,不重情义,55,武具,普通,嗜酒如命,其他,刀剑,65,67,27,48,55,1,1,2,3,2,1,1,2,0,0,0,0,0,0,0,0,无,强袭，二连苦无，刚弓,无,无要求,,,未登场,得居通之,部将,直臣,河野家,汤筑城,无,未登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已登场,得居通之,部将,直臣,河野家,汤筑城,无,已死亡,得居通之,无效,无效,无,无效,无,已登场,得居通之,浪人,其他,无,滨松之町,无,,
lord_1_tokugawa,德川家康,德川家康,德川,家康,Tokugawa Ieyasu,clan_tokugawa_1,tokai,精确匹配织丰,1,1542,1554,1616,病死,松平广忠,松平清康,德川信康 德川秀忠 松平忠吉 水野胜成 水野忠重 水野信元 结城秀康 松平广忠,只限武将,90,90,普通,胆小,现实,慎重,普通,98,书籍,贪心,普通,源氏,火绳枪,88,79,99,98,97,4,3,3,1,2,1,4,1,4,4,3,3,2,3,1,4,齐攻，土龙攻，紧急修补，三河武者，影武者,急所击，二挺击，刚弓，伤药，止血，丢钱,无,不可,德川四天王 酒井忠次/本多忠胜/榊原康政/井伊直政,"主角丰臣秀吉，剧情家康臣服
主角石田三成，关原之战胜利
主角真田幸村，大阪夏之阵胜利",未登场,松平竹千代,部将,直臣,松平家,冈崎城,无,已登场,松平元康,部将,直臣,今川家,骏府城,无,已登场,松平元康,城主,直臣,今川家,冈崎城,无,已登场,德川家康,大名,首领,德川家,冈崎城,无,已登场,德川家康,大名,首领,德川家,滨松城,无,已登场,德川家康,大名,首领,德川家,滨松城,无,已登场,德川家康,大名,首领,德川家,滨松城,无,已登场,德川家康,大名,首领,德川家,江户城,无,已登场,德川家康,足轻组头,直臣,河尻家,水户城,无,,
lord_1_tokugawa_2,德川信康,德川信康,德川,信康,Tokugawa Nobuyasu,clan_tokugawa_1,tokai,精确匹配织丰,1,1559,1573,1579,战死,德川家康,松平广忠,德川家康 德川秀忠 松平忠吉 结城秀康 松平广忠,只限武将,90,90,普通,普通,理想,轻率,不重情义,78,武具,普通,普通,源氏,刀剑,72,78,63,51,88,3,2,1,0,2,1,1,0,1,2,0,2,1,2,1,1,无,强袭，刚弓,无,一般条件,冈崎三奉行 天野康景/高力清长/本多重次,,未登场,德川信康,侍大将,陪臣（松平竹千代）,松平家,冈崎城,无,未登场,德川信康,部将,陪臣（松平元康）,今川家,骏府城,无,未登场,德川信康,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,德川信康,家老,直臣,德川家,冈崎城,无,已登场,德川信康,城主,直臣,德川家,冈崎城,无,已死亡,德川信康,无效,无效,无,无效,无,已死亡,德川信康,无效,无效,无,无效,无,已死亡,德川信康,无效,无效,无,无效,无,已登场,德川信康,足轻组头,直臣,河尻家,水户城,无,,
lord_1_tokugawa_hidetada,德川秀忠,德川秀忠,德川,秀忠,Tokugawa Hidetada,clan_tokugawa_1,tokai,家族和文化自动推断,1,1579,1593,1632,病死,德川家康,松平广忠,德川家康 德川信康 松平忠吉 结城秀康 松平广忠,只限武将,90,90,温和,胆小,现实,轻率,普通,60,书籍,无欲,普通,源氏,火绳枪,63,28,85,75,79,1,0,2,0,1,1,2,0,3,3,3,3,3,2,2,0,三河武者,急所击，丢钱,无,一般条件,,,未登场,德川秀忠,侍大将,陪臣（松平竹千代）,松平家,冈崎城,无,未登场,德川秀忠,部将,陪臣（松平元康）,今川家,骏府城,无,未登场,德川秀忠,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,未登场,德川秀忠,家老,直臣,德川家,冈崎城,无,未登场,德川秀忠,家老,直臣,德川家,滨松城,无,未登场,德川秀忠,家老,直臣,德川家,滨松城,无,未登场,德川秀忠,家老,直臣,德川家,滨松城,无,已登场,德川秀忠,家老,直臣,德川家,江户城,柳生新阴流,已登场,德川秀忠,足轻组头,直臣,河尻家,水户城,无,,
lord_1_tozawa_masazumi,戶澤盛安,户泽盛安,户泽,盛安,Tozawa Masazumi,clan_tozawa_1,ou,家族和文化自动推断,1,1566,1580,1590,病死,,,,只限武将,50,50,普通,勇敢,普通,轻率,不重情义,75,武具,普通,普通,平氏,刀剑,74,70,43,60,75,3,2,1,0,2,3,2,0,1,1,0,2,0,2,1,0,风林火山,强袭，连续斩，拔突，刚弓，刚力，铁壁,无,无要求,,,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,未登场,户泽盛安,浪人,其他,无,土崎凑之町,无,已登场,户泽盛安,浪人,其他,无,土崎凑之町,无,已登场,户泽盛安,城主,直臣,最上家,角馆城,无,已死亡,户泽盛安,无效,无效,无,无效,无,已登场,户泽盛安,浪人,其他,无,鸣门之町,无,,
lord_1_tomita_kagemasa,富田景政,富田景政,富田,景政,Tomita Kagemasa,clan_tomita_1,hokuriku,基于分组自动创建家族,1,1527,1554,1601,病死,富田景家,,富田重政 富田势源,只限武将,80,80,普通,普通,普通,慎重,重视情义,23,武具,无欲,普通,其他,刀剑,72,84,35,56,51,2,1,0,0,2,3,3,2,0,0,0,0,1,0,0,0,无,强袭，连续斩，切落，绝妙剑，拔突，二连苦无，刚弓，刚力，铁壁,剑士,一般条件,,,已登场,富田景政,侍大将,直臣,朝仓家,一乘谷城,中条流,已登场,富田景政,侍大将,直臣,朝仓家,一乘谷城,中条流,已登场,富田景政,侍大将,直臣,朝仓家,一乘谷城,中条流,已登场,富田景政,侍大将,直臣,朝仓家,一乘谷城,中条流,已登场,富田景政,浪人,其他,无,敦贺之町,中条流,已登场,富田景政,浪人,其他,无,敦贺之町,中条流,已登场,富田景政,浪人,其他,无,敦贺之町,中条流,已死亡,富田景政,无效,无效,无,无效,无,已登场,富田景政,浪人,其他,无,京之町,中条流,,
lord_1_tomita_shigemasa,富田重政,富田重政,富田,重政,Tomita Shigemasa,clan_tomita_1,hokuriku,基于分组自动创建家族,1,1554,1568,1625,病死,富田景政,富田景家,富田景政 富田势源,只限武将,90,90,普通,勇敢,普通,轻率,普通,72,武具,无欲,嗜酒如命,其他,刀剑,70,82,14,46,38,2,2,0,0,0,3,3,0,0,0,0,0,1,0,0,0,无,强袭，连续斩，切落，绝妙剑，拔突，刚力，铁壁,剑士,一般条件,,,未登场,富田重政,足轻组头,陪臣（富田景政）,朝仓家,一乘谷城,中条流,未登场,富田重政,足轻组头,陪臣（富田景政）,朝仓家,一乘谷城,中条流,未登场,富田重政,足轻组头,陪臣（富田景政）,朝仓家,一乘谷城,中条流,已登场,富田重政,足轻组头,陪臣（富田景政）,朝仓家,一乘谷城,中条流,已登场,富田重政,浪人,其他,无,敦贺之町,中条流,已登场,富田重政,浪人,其他,无,敦贺之町,中条流,已登场,富田重政,浪人,其他,无,敦贺之町,中条流,已登场,富田重政,侍大将,直臣,前田家,金泽城,中条流,已登场,富田重政,浪人,其他,无,富山之町,中条流,,
lord_1_tomita_seigen,富田勢源,富田势源,富田,势源,Tomita Seigen,clan_tomita_1,hokuriku,基于分组自动创建家族,1,1524,1554,1568,病死,富田景家,,富田景政 富田重政,没那个意思,80,80,温和,普通,理想,慎重,重视情义,6,武具,无欲,滴酒不沾,其他,刀剑,27,95,30,61,77,0,1,0,0,3,4,3,2,0,0,0,0,2,0,0,0,无,强袭，连续斩，切落，绝妙剑，拔突，二连苦无，刚弓，金翅鸟王剑，当身，刚力，独妙剑，铁壁，辱骂,剑豪,一般条件,,,已登场,富田势源,师范,其他,无,敦贺之町,中条流,已登场,富田势源,浪人,其他,无,敦贺之町,中条流,已登场,富田势源,师范,其他,无,敦贺之町,中条流,已死亡,富田势源,无效,无效,无,无效,无,已死亡,富田势源,无效,无效,无,无效,无,已死亡,富田势源,无效,无效,无,无效,无,已死亡,富田势源,无效,无效,无,无效,无,已死亡,富田势源,无效,无效,无,无效,无,已登场,富田势源,师范,其他,无,敦贺之町,中条流,,
lord_1_tomita_takazane,富田隆實,富田隆实,富田,隆实,Tomita Takazane,clan_tomita_1,hokuriku,基于分组自动创建家族,1,1569,1583,1589,病死,,,,只限武将,46,46,普通,普通,普通,轻率,重视情义,40,武具,无欲,普通,其他,刀剑,64,67,20,23,42,2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,无,强袭,无,无要求,,,未登场,富田隆实,足轻组头,直臣,芦名家,黑川城,无,未登场,富田隆实,足轻组头,直臣,芦名家,黑川城,无,未登场,富田隆实,足轻组头,直臣,芦名家,黑川城,无,未登场,富田隆实,足轻组头,直臣,芦名家,黑川城,无,未登场,富田隆实,足轻组头,直臣,芦名家,黑川城,无,已登场,富田隆实,足轻组头,直臣,芦名家,黑川城,无,已登场,富田隆实,足轻组头,直臣,芦名家,黑川城,无,已死亡,富田隆实,无效,无效,无,无效,无,已登场,富田隆实,浪人,其他,无,柳川之町,无,,
lord_1_tominaga_sanzui,富永山随,富永山随,富永,山随,Tominaga Sanzui,clan_tominaga_1,neutral_culture,基于分组自动创建家族,1,1512,1556,1590,战死,,,,武将以外优先,82,82,性急,勇敢,理想,轻率,重视情义,21,南蛮物,普通,普通,其他,刀剑,65,62,15,43,42,2,0,0,4,3,2,2,0,2,0,2,0,0,1,0,2,齐射，水上禁行,强袭，拔突，刚弓，铁壁,无,一般条件,,,未登场,富永山随,船头,直臣,相模水军,三崎之砦,无,已登场,富永山随,船头,直臣,相模水军,三崎之砦,无,已登场,富永山随,船头,直臣,相模水军,三崎之砦,无,已登场,富永山随,船头,直臣,相模水军,三崎之砦,无,已登场,富永山随,船头,直臣,相模水军,三崎之砦,无,已登场,富永山随,船头,直臣,相模水军,三崎之砦,无,已登场,富永山随,船头,直臣,相模水军,三崎之砦,无,已死亡,富永山随,无效,无效,无,无效,无,已登场,富永山随,足轻组头,直臣,山中家,江户城,无,,
lord_1_kinoshita_hidetsugu,豐臣秀次,丰臣秀次,丰臣,秀次,Kinoshita Hidetsugu,clan_kinoshita_1,tokai,家族和文化自动推断,1,1568,1582,1595,战死,,阿中,丰臣秀长 丰臣秀吉 丰臣秀赖,只限武将,15,30,性急,胆小,普通,慎重,重视情义,89,艺术品,贪心,嗜酒如命,其他,刀剑,53,40,49,28,12,1,0,1,1,0,0,0,0,3,2,1,3,3,0,3,0,无,强袭，丢钱,无,无要求,丰臣三中老 生驹亲正/中村一氏/堀尾吉晴,,未登场,三好信吉,浪人,其他,无,清洲之町,无,未登场,三好信吉,浪人,其他,无,清洲之町,无,未登场,三好信吉,足轻组头,直臣,织田家,清洲城,无,未登场,三好信吉,足轻组头,陪臣（木下藤吉郎）,织田家,岐阜城,无,未登场,三好信吉,足轻组头,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,三好秀次,足轻组头,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,羽柴秀次,部将,直臣,羽柴家,石山本愿寺,无,已死亡,三好信吉,无效,无效,无,无效,无,已登场,丰臣秀次,浪人,其他,无,今治之町,无,,
lord_1_kinoshita_4,豐臣秀長,丰臣秀长,丰臣,秀长,Kinoshita Hidenaga,clan_kinoshita_1,tokai,精确匹配织丰,1,1540,1554,1591,病死,阿中,,丰臣秀次 丰臣秀吉 丰臣秀赖,全职种,10,10,温和,普通,普通,轻率,重视情义,45,南蛮物,无欲,普通,其他,刀剑,74,60,87,80,86,2,1,2,0,1,1,2,2,2,3,3,4,2,3,1,2,无,强袭，二连苦无，丢钱，贿赂,无,一般条件,丰臣五奉行 浅野长政/石田三成/前田玄以/増田长盛/长束正家,主角丰臣秀吉，登用小一郎事件后,未登场,木下小一郎,浪人,其他,无,清洲之町,无,已登场,木下小一郎,浪人,其他,无,清洲之町,无,已登场,木下小一郎,浪人,其他,无,清洲之町,无,已登场,木下小一郎,足轻组头,陪臣（木下藤吉郎）,织田家,岐阜城,无,已登场,羽柴秀长,侍大将,陪臣（羽柴秀吉）,织田家,长滨城,无,已登场,羽柴秀长,部将,陪臣（羽柴秀吉）,织田家,姬路城,无,已登场,羽柴秀长,国主,直臣,羽柴家,姬路城,无,已死亡,丰臣秀长,无效,无效,无,无效,无,已登场,木下小一郎,部将,直臣,下间家,饫肥城,无,,
lord_1_kinoshita,豐臣秀吉,丰臣秀吉,丰臣,秀吉,Kinoshita Hideyoshi,clan_kinoshita_1,tokai,精确匹配织丰,1,1536,1554,1598,病死,阿中,,丰臣秀次 丰臣秀长 丰臣秀赖,全职种,10,10,性急,胆小,理想,慎重,重视情义,98,艺术品,贪心,普通,其他,刀剑,80,56,88,96,93,3,2,3,1,0,1,3,1,3,4,3,3,2,4,2,0,齐攻，城门爆破，激励，威吓,强袭，急所击，丢钱,无,无要求,,,未登场,木下藤吉郎,浪人,其他,无,清洲之町,无,已登场,木下藤吉郎,浪人,其他,无,清洲之町,无,已登场,木下藤吉郎,足轻组头,直臣,织田家,清洲城,无,已登场,木下藤吉郎,部将,直臣,织田家,岐阜城,无,已登场,羽柴秀吉,城主,直臣,织田家,长滨城,无,已登场,羽柴秀吉,国主,直臣,织田家,姬路城,无,已登场,羽柴秀吉,大名,首领,羽柴家,石山本愿寺,无,已死亡,丰臣秀吉,无效,无效,无,无效,无,已登场,木下藤吉郎,部将,直臣,下间家,饫肥城,无,,
lord_1_kinoshita_hideyori,豐臣秀賴,丰臣秀赖,丰臣,秀赖,Kinoshita Hideyori,clan_kinoshita_1,tokai,家族和文化自动推断,1,1593,1607,1615,战死,丰臣秀吉,阿中,丰臣秀次 丰臣秀长 丰臣秀吉,只限武将,5,0,温和,胆小,现实,轻率,普通,15,书籍,贪心,普通,藤原氏,弓,47,25,45,49,87,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,1,无,刚弓,无,一般条件,丰臣五大老 徳川家康/毛利辉元/宇喜多秀家/前田利长/上杉景胜,,未登场,丰臣秀赖,浪人,其他,无,清洲之町,无,未登场,丰臣秀赖,浪人,其他,无,清洲之町,无,未登场,丰臣秀赖,足轻组头,陪臣（木下藤吉郎）,织田家,清洲城,无,未登场,丰臣秀赖,足轻组头,陪臣（木下藤吉郎）,织田家,岐阜城,无,未登场,丰臣秀赖,足轻组头,陪臣（羽柴秀吉）,织田家,长滨城,无,未登场,丰臣秀赖,足轻组头,陪臣（羽柴秀吉）,织田家,姬路城,无,未登场,丰臣秀赖,足轻组头,直臣,羽柴家,石山本愿寺,无,已登场,丰臣秀赖,大名,首领,丰臣家,大坂城,无,已登场,丰臣秀赖,浪人,其他,无,柳川之町,无,,
lord_1_torii_suneemon,鳥居強右衛門,鸟居强右卫门,鸟居,强右卫门,Torii Suneemon,clan_torii_1,kanto,基于分组自动创建家族,1,1540,1555,1575,战死,,,,只限武将,90,90,温和,胆小,普通,轻率,重视情义,7,武具,无欲,滴酒不沾,其他,枪,56,40,21,59,76,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,无,拔突,无,无要求,,,未登场,鸟居强右卫门,足轻组头,陪臣（奥平信昌）,松平家,长篠城,无,未登场,鸟居强右卫门,足轻组头,陪臣（奥平信昌）,今川家,骏府城,无,已登场,鸟居强右卫门,足轻组头,陪臣（松平元康）,今川家,冈崎城,无,已登场,鸟居强右卫门,足轻组头,陪臣（奥平信昌）,德川家,长篠城,无,已登场,鸟居强右卫门,足轻组头,陪臣（奥平信昌）,德川家,长篠城,无,已死亡,鸟居强右卫门,无效,无效,无,无效,无,已死亡,鸟居强右卫门,无效,无效,无,无效,无,已死亡,鸟居强右卫门,无效,无效,无,无效,无,已登场,鸟居强右卫门,头目,首领,黑胫巾众,黑胫巾之里,无,,
lord_1_torii_tadakichi,鳥居忠吉,鸟居忠吉,鸟居,忠吉,Torii Tadakichi,clan_torii_1,kanto,基于分组自动创建家族,1,1498,1555,1571,病死,,,鸟居元忠,只限武将,90,90,性急,勇敢,普通,普通,重视情义,56,书籍,无欲,普通,其他,枪,46,44,68,63,71,1,0,0,0,1,1,2,1,0,2,0,1,2,2,0,0,无,拔突,无,无要求,,,已登场,鸟居忠吉,家老,直臣,松平家,冈崎城,无,已登场,鸟居忠吉,足轻组头,陪臣（松平元康）,今川家,骏府城,无,已登场,鸟居忠吉,侍大将,陪臣（松平元康）,今川家,冈崎城,无,已登场,鸟居忠吉,家老,直臣,德川家,冈崎城,无,已死亡,鸟居忠吉,无效,无效,无,无效,无,已死亡,鸟居忠吉,无效,无效,无,无效,无,已死亡,鸟居忠吉,无效,无效,无,无效,无,已死亡,鸟居忠吉,无效,无效,无,无效,无,已登场,鸟居忠吉,上忍,直臣,黑胫巾众,黑胫巾之里,无,,
lord_1_torii_mototada,鳥居元忠,鸟居元忠,鸟居,元忠,Torii Mototada,clan_torii_1,kanto,基于分组自动创建家族,1,1539,1560,1600,战死,鸟居忠吉,,鸟居忠吉,只限武将,90,90,温和,勇敢,普通,慎重,重视情义,4,武具,无欲,普通,其他,枪,66,70,17,34,46,2,2,1,0,1,2,2,0,1,1,1,0,0,0,0,0,三河武者,强袭，拔突，铁壁,无,一般条件,,,未登场,鸟居元忠,足轻组头,陪臣（松平竹千代）,松平家,冈崎城,无,已登场,鸟居元忠,侍大将,陪臣（松平元康）,今川家,骏府城,无,已登场,鸟居元忠,足轻大将,陪臣（松平元康）,今川家,冈崎城,无,已登场,鸟居元忠,侍大将,直臣,德川家,冈崎城,无,已登场,鸟居元忠,侍大将,直臣,德川家,滨松城,无,已登场,鸟居元忠,侍大将,直臣,德川家,滨松城,无,已登场,鸟居元忠,侍大将,直臣,德川家,滨松城,无,已登场,鸟居元忠,城主,直臣,德川家,伏见城,无,已登场,鸟居元忠,上忍,直臣,黑胫巾众,黑胫巾之里,无,,
lord_1_naito_joan,內藤如安,内藤如安,内藤,如安,Naito Joan,clan_naito_1,sanyo,家族和文化自动推断,1,1548,1562,1626,病死,松永长赖,松永久秀父,松永久秀 松永久通 松永长赖,全职种,5,5,温和,普通,理想,轻率,普通,41,南蛮物,贪心,普通,藤原氏,刀剑,53,47,38,51,57,1,2,0,0,1,1,0,1,0,0,1,0,2,1,1,1,无,强袭,无,无要求,,,未登场,内藤如安,足轻大将,陪臣（松永长赖）,细川家,丹波龟山城,无,未登场,内藤如安,足轻大将,陪臣（松永久秀）,三好家,多闻山城,无,已登场,内藤如安,足轻大将,陪臣（松永久秀）,三好家,信贵山城,无,已登场,内藤如安,足轻大将,陪臣（松永久秀）,织田家,信贵山城,无,已登场,内藤如安,足轻大将,陪臣（松永久秀）,织田家,信贵山城,无,已登场,内藤如安,浪人,其他,无,奈良之町,无,已登场,内藤如安,浪人,其他,无,尾道之町,无,已登场,内藤如安,部将,直臣,小西家,宇土城,无,已登场,内藤如安,浪人,其他,无,仓敷之町,无,,
lord_1_naito_masatoyo,內藤昌豐,内藤昌丰,内藤,昌丰,Naito Masatoyo,clan_naito_1,sanyo,家族和文化自动推断,1,1522,1554,1575,战死,,,,只限武将,62,62,普通,勇敢,普通,轻率,重视情义,60,武具,普通,普通,藤原氏,刀剑,78,72,82,77,79,2,3,1,0,3,3,3,0,1,1,1,1,1,1,1,1,无,强袭，连续斩，拔突，刚弓，刚力，铁壁,无,一般条件,,,已登场,内藤昌丰,家老,直臣,武田家,踯躅崎馆,无,已登场,内藤昌丰,家老,直臣,武田家,踯躅崎馆,无,已登场,内藤昌丰,部将,直臣,武田家,踯躅崎馆,无,已登场,内藤昌丰,城主,直臣,武田家,箕轮城,无,已登场,内藤昌丰,城主,直臣,武田家,箕轮城,无,已死亡,内藤昌丰,无效,无效,无,无效,无,已死亡,内藤昌丰,无效,无效,无,无效,无,已死亡,内藤昌丰,无效,无效,无,无效,无,已登场,内藤昌丰,浪人,其他,无,尾道之町,无,,
